Topic	Words	Frequency	Class
265	arabs, looked, complicity, beings, certain	7	https://t.me/kraray224466
266	19th, division, infantry, marawi, recruits	3	https://t.me/kraray224466
267	massacre, civilians, heinous, militia, mediation	6	https://t.me/kraray224466
269	endeavors, ireland, succeed, honesty, efficiency	2	https://t.me/kraray224466
271	crossing, adre, extension, border, agreed	6	https://t.me/kraray224466
273	traitor, traitors, mouth, punish, humiliated	7	https://t.me/kraray224466
274	newspapers, precautions, preparation, monitoring, happiness	1	https://t.me/kraray224466
275	uae, repeatedly, stop, parties, clarified	9	https://t.me/kraray224466
277	forest, forests, forestry, blue, authority	5	https://t.me/kraray224466
278	strong, reserves, pakistan, quoted, sudani	2	https://t.me/kraray224466
279	reject, systematically, elites, instability, scale	3	https://t.me/kraray224466
280	uae, emirates, relations, diplomats, dhabi	7	https://t.me/kraray224466
281	shall, hands, extremely, record, watan	2	https://t.me/kraray224466
282	tortured, consultant, abyad, taher, fadl	2	https://t.me/kraray224466
284	karry, share, channel, httpstmekraray224466, telegram	39	https://t.me/kraray224466
285	channel, karry, telegram, share, follow	1	https://t.me/kraray224466
-1	tribune, post, appeared, rapid, al	3385	https://t.me/sudan_updates
0	rapid, fasher, tribune, el, artillery	922	https://t.me/sudan_updates
1	students, teachers, exams, education, school	125	https://t.me/sudan_updates
2	aid, humanitarian, famine, food, million	499	https://t.me/sudan_updates
3	outlet, refers, matches, clubs, judiciary	2	https://t.me/sudan_updates
4	urged, arabia, jeddah, saudi, fulfilling	6	https://t.me/sudan_updates
5	raja, window, jeddah, negotiations, face	1	https://t.me/sudan_updates
6	ethiopian, ethiopia, border, addis, ababa	49	https://t.me/sudan_updates
7	cholera, cases, fever, epidemic, dengue	230	https://t.me/sudan_updates
8	gaza, israel, israeli, talks, denies	9	https://t.me/sudan_updates
9	al, village, villages, rapid, jazeera	91	https://t.me/sudan_updates
10	women, sexual, violence, rape, girls	259	https://t.me/sudan_updates
11	fao, agricultural, farmers, seeds, production	39	https://t.me/sudan_updates
12	displacement, homes, civilians, looting, addition	131	https://t.me/sudan_updates
13	god, harms, produces, worthy, burns	6	https://t.me/sudan_updates
14	khader, tayeb, speaking, center, suspended	1	https://t.me/sudan_updates
16	democracy, parties, legitimacy, party, constitutional	15	https://t.me/sudan_updates
17	red, crescent, declining, cross, societies	12	https://t.me/sudan_updates
18	crimes, genocide, law, civilians, ethnic	85	https://t.me/sudan_updates
19	envoy, foreign, special, visa, american	31	https://t.me/sudan_updates
20	storms, minawi, spoke, burning, says	1	https://t.me/sudan_updates
21	doctors, borders, health, tribune, medical	143	https://t.me/sudan_updates
22	implementing, accordingly, constantly, guns, ambitions	5	https://t.me/sudan_updates
23	electoral, unionist, party, project, hamdok	5	https://t.me/sudan_updates
24	displaced, fasher, al, village, families	54	https://t.me/sudan_updates
25	refugees, chad, unhcr, commissioner, south	78	https://t.me/sudan_updates
26	commissioners, commit, policy, accordance, context	1	https://t.me/sudan_updates
27	fasher, rapid, el, city, control	76	https://t.me/sudan_updates
28	ethiopian, refugees, ethiopia, ababa, addis	57	https://t.me/sudan_updates
29	police, modernization, interior, doctrine, security	9	https://t.me/sudan_updates
30	decline, pound, dollar, currencies, pounds	9	https://t.me/sudan_updates
31	airport, flight, flights, kuwait, airlines	9	https://t.me/sudan_updates
32	passport, passports, amendment, ban, lists	8	https://t.me/sudan_updates
33	negative, allocate, manifestations, reporting, phenomena	2	https://t.me/sudan_updates
34	rains, floods, torrential, flood, torrents	54	https://t.me/sudan_updates
35	parties, ceasefire, conflict, hostilities, truce	62	https://t.me/sudan_updates
36	revolution, sabotage, fear, idea, revolutionary	6	https://t.me/sudan_updates
37	islamists, revenge, war, bury, praise	9	https://t.me/sudan_updates
38	prosecution, article, accountable, responsible, violations	14	https://t.me/sudan_updates
39	egypt, aswan, egyptian, return, buses	18	https://t.me/sudan_updates
40	gold, mining, 53, amounted, traditional	4	https://t.me/sudan_updates
42	rights, human, mission, finding, expert	64	https://t.me/sudan_updates
43	dollar, inflation, parallel, 600, bureau	6	https://t.me/sudan_updates
44	importing, corona, suspected, infections, utensils	5	https://t.me/sudan_updates
45	addiction, treatment, drug, closed, center	5	https://t.me/sudan_updates
46	trafficking, human, smuggling, hostages, gangs	9	https://t.me/sudan_updates
47	familiar, consideration, individual, approach, ask	6	https://t.me/sudan_updates
48	african, union, membership, continent, summit	23	https://t.me/sudan_updates
51	electricity, markets, electrical, power, dissatisfaction	5	https://t.me/sudan_updates
52	displaced, shelter, food, lack, families	56	https://t.me/sudan_updates
53	oil, stations, refinery, gasoline, fuel	3	https://t.me/sudan_updates
55	salem, shouk, abu, idris, abdullah	1	https://t.me/sudan_updates
56	starlink, internet, networks, devices, communications	20	https://t.me/sudan_updates
57	really, appreciate, helped, colleagues, coverage	3	https://t.me/sudan_updates
58	employees, appointment, administrative, positions, included	9	https://t.me/sudan_updates
59	customs, duties, electrical, voluntary, personal	8	https://t.me/sudan_updates
60	fees, reservations, unregulated, reconcile, commission	2	https://t.me/sudan_updates
62	criticizing, headlines, verify, validity, pages	3	https://t.me/sudan_updates
63	brothers, reconcile, sides, fear, god	1	https://t.me/sudan_updates
64	book, pride, proud, page, humanity	4	https://t.me/sudan_updates
65	hospital, medical, registration, doctors, excluded	6	https://t.me/sudan_updates
66	sanctions, security, council, united, nations	43	https://t.me/sudan_updates
68	grassroots, political, war, building, change	7	https://t.me/sudan_updates
70	route, passports, travel, passport, immigration	2	https://t.me/sudan_updates
71	journalists, media, female, syndicate, male	50	https://t.me/sudan_updates
72	court, genocide, crimes, criminal, conviction	20	https://t.me/sudan_updates
73	burhan, egyptian, egypt, foreign, cairo	21	https://t.me/sudan_updates
74	longer, morning, dont, come, didnt	1	https://t.me/sudan_updates
76	vehicles, showing, combat, destroying, tightened	4	https://t.me/sudan_updates
77	drawing, artist, singing, posted, shaqra	4	https://t.me/sudan_updates
78	constitutes, arrangement, extremist, groups, terrorist	5	https://t.me/sudan_updates
79	water, material, pump, blocks, dirt	3	https://t.me/sudan_updates
80	hear, suffered, cries, ruins, bleeding	2	https://t.me/sudan_updates
81	status, immigration, temporary, citizenship, residency	4	https://t.me/sudan_updates
82	rent, rents, eviction, rental, replaced	4	https://t.me/sudan_updates
83	health, ambulances, ministry, shambat, kadugli	4	https://t.me/sudan_updates
84	supervised, incite, morgue, assassinated, room	5	https://t.me/sudan_updates
86	congo, church, wonderful, image, sake	7	https://t.me/sudan_updates
87	salaries, workers, jobs, labor, employees	9	https://t.me/sudan_updates
88	bank, finance, world, obligations, financing	4	https://t.me/sudan_updates
89	diplomats, exchanging, expose, exercise, violates	5	https://t.me/sudan_updates
90	brief, amazing, drawn, burdens, rid	2	https://t.me/sudan_updates
91	kiir, salva, peace, igad, south	18	https://t.me/sudan_updates
92	book, plots, armies, ancient, forest	1	https://t.me/sudan_updates
93	pharmaceutical, medications, exceeded, medicines, factories	7	https://t.me/sudan_updates
94	oil, transit, energy, fuel, economists	2	https://t.me/sudan_updates
95	sandal, explain, issa, suleiman, dismissal	1	https://t.me/sudan_updates
96	dilemma, founded, non, cooper, gave	4	https://t.me/sudan_updates
97	incubators, classified, journalists, professionals, communities	4	https://t.me/sudan_updates
102	trump, deep, republican, woman, confrontation	6	https://t.me/sudan_updates
103	lifted, restored, stolen, siege, indicated	1	https://t.me/sudan_updates
105	celebrations, demonstrations, equality, prolonged, fragility	2	https://t.me/sudan_updates
107	secure, forming, routine, sami, blue	3	https://t.me/sudan_updates
108	humanitarian, funding, organizations, saving, aid	15	https://t.me/sudan_updates
109	refugee, administrative, delegation, tribune, commissioner	20	https://t.me/sudan_updates
110	drones, missiles, aircraft, fighter, anti	13	https://t.me/sudan_updates
111	patients, dialysis, kidney, center, shut	6	https://t.me/sudan_updates
112	illegal, libya, immigrants, immigration, european	4	https://t.me/sudan_updates
114	migration, organization, returned, migrants, libya	17	https://t.me/sudan_updates
115	poverty, economy, 71, declined, income	16	https://t.me/sudan_updates
117	difficult, rent, crazy, estate, refuge	1	https://t.me/sudan_updates
118	mother, husband, terrified, children, quoted	6	https://t.me/sudan_updates
120	writers, millet, interviews, finding, hadi	3	https://t.me/sudan_updates
122	medical, medicines, room, scarcity, facilities	34	https://t.me/sudan_updates
123	doctors, network, killed, injured, rapid	46	https://t.me/sudan_updates
124	chadian, chad, border, territory, authorities	20	https://t.me/sudan_updates
129	war, words, wars, ignorant, like	12	https://t.me/sudan_updates
132	darfur, arko, minni, region, minawi	18	https://t.me/sudan_updates
134	approve, decisively, comment, protest, demonstrations	2	https://t.me/sudan_updates
138	democratic, bloc, party, unionist, jaafar	5	https://t.me/sudan_updates
140	looted, property, looting, burned, disrupted	12	https://t.me/sudan_updates
141	iftar, rejected, wants, minawi, address	1	https://t.me/sudan_updates
144	film, virtue, writer, japanese, tonight	2	https://t.me/sudan_updates
145	creates, unrest, exacerbates, excellence, flows	2	https://t.me/sudan_updates
147	returnees, average, stated, individuals, expecting	6	https://t.me/sudan_updates
150	zone, program, achieving, economy, ground	1	https://t.me/sudan_updates
151	kilo, pounds, prices, kadugli, siege	8	https://t.me/sudan_updates
152	coast, boat, libyan, guard, migrants	4	https://t.me/sudan_updates
153	tax, transportation, ticket, bus, buses	9	https://t.me/sudan_updates
155	linking, road, asphalt, dirt, tokar	3	https://t.me/sudan_updates
157	fall, madani, boat, shot, jazira	3	https://t.me/sudan_updates
158	children, social, lacking, referral, densely	6	https://t.me/sudan_updates
159	unamid, experts, resolution, mission, security	7	https://t.me/sudan_updates
160	peace, agreement, war, jeddah, ceasefire	11	https://t.me/sudan_updates
161	contacts, freeze, membership, course, taking	1	https://t.me/sudan_updates
162	faki, hashim, wad, passengers, jazira	3	https://t.me/sudan_updates
166	coup, liquidating, touches, seeing, 1989	4	https://t.me/sudan_updates
167	filing, approvals, recommended, lawsuit, supplies	3	https://t.me/sudan_updates
168	registered, sabah, agreeing, incitement, taqadum	1	https://t.me/sudan_updates
169	quartet, title, focus, initiatives, domination	4	https://t.me/sudan_updates
172	sects, religious, religions, christian, definition	3	https://t.me/sudan_updates
173	appeared, tribune, scholarship, click, net	21	https://t.me/sudan_updates
177	biography, examples, associated, regained, crossed	2	https://t.me/sudan_updates
178	incubator, atta, founding, extends, yasser	5	https://t.me/sudan_updates
180	buses, travel, tax, traffic, chamber	5	https://t.me/sudan_updates
181	zalingei, attack, rapid, forces, 21st	9	https://t.me/sudan_updates
182	berlin, envoy, lamamra, conference, british	7	https://t.me/sudan_updates
183	income, stopped, asked, available, expatriates	8	https://t.me/sudan_updates
184	incursion, 45, noteworthy, waves, white	2	https://t.me/sudan_updates
185	muya, jabal, observatory, shouk, massacre	7	https://t.me/sudan_updates
186	brigadier, din, supervised, commander, tamboul	4	https://t.me/sudan_updates
187	key, neighbors, kenya, discussion, regional	2	https://t.me/sudan_updates
188	extracted, accusation, activist, indicate, accused	4	https://t.me/sudan_updates
189	uganda, ugandan, kampala, refugees, camp	33	https://t.me/sudan_updates
192	journey, mother, story, years, woman	29	https://t.me/sudan_updates
193	autopsy, reinforced, dogs, ugandan, police	1	https://t.me/sudan_updates
196	view, happening, described, crime, committed	1	https://t.me/sudan_updates
197	uae, atta, france, involvement, emirates	8	https://t.me/sudan_updates
200	movement, liberation, hadi, minawi, idris	18	https://t.me/sudan_updates
201	dam, merowe, vital, facilities, renaissance	1	https://t.me/sudan_updates
202	service, employees, selection, decisions, administrative	9	https://t.me/sudan_updates
208	sanctions, european, union, companies, imposed	17	https://t.me/sudan_updates
209	intelligence, retired, service, tasks, authentic	3	https://t.me/sudan_updates
210	digital, transformation, communications, internet, experts	15	https://t.me/sudan_updates
213	elderly, saving, sick, devices, care	7	https://t.me/sudan_updates
216	floods, rains, torrential, torrents, shelter	9	https://t.me/sudan_updates
218	zakat, taxes, describing, complex, imposed	1	https://t.me/sudan_updates
224	radio, channel, 24, broadcasting, licenses	4	https://t.me/sudan_updates
227	meters, decreased, imported, decrease, instead	1	https://t.me/sudan_updates
228	unhcr, protection, resettlement, adjust, lacking	5	https://t.me/sudan_updates
229	screens, websites, ambassadorial, misery, feelings	2	https://t.me/sudan_updates
232	recruit, threatened, forcibly, ranks, fight	1	https://t.me/sudan_updates
233	jeddah, war, end, hemedti, burhan	16	https://t.me/sudan_updates
234	fires, broke, camps, massive, tawila	18	https://t.me/sudan_updates
236	suddenly, suspicion, knowing, placed, visiting	1	https://t.me/sudan_updates
237	narratives, crimes, classifying, genocide, terrorism	4	https://t.me/sudan_updates
238	gun, sultanate, old, issue, supporting	1	https://t.me/sudan_updates
240	dabba, adding, makkawi, rushing, refusing	3	https://t.me/sudan_updates
242	immigrants, europe, gang, secure, planning	2	https://t.me/sudan_updates
243	detainees, detention, prison, fatal, liquidated	6	https://t.me/sudan_updates
244	crimes, genocide, committed, violations, civilians	17	https://t.me/sudan_updates
245	lentils, utensils, household, ran, cooking	4	https://t.me/sudan_updates
